Symbol,Name,Exchange,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
FRBA,First Bank,NASDAQ,8.65,$68.22M,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,NASDAQ,23.02,$879.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",NASDAQ,18.89,$164.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",NASDAQ,31.26,$104.33M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",NASDAQ,45.45,$1.28B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",NASDAQ,283.96,$3.41B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",NASDAQ,22.11,$376.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,NASDAQ,15.1,$101.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FCFP,"First Community Financial Partners, Inc.",NASDAQ,9.3,$159.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp
FBNK,"First Connecticut Bancorp, Inc.",NASDAQ,17.9,$283.15M,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,NASDAQ,38.7,$347.38M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,NASDAQ,21.3,$1.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,NASDAQ,9.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",NASDAQ,35.65,$2.36B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,NASDAQ,39.4,$480.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",NASDAQ,14.97,$199.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,NASDAQ,23.79,$385.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",NASDAQ,17.05,$129.74M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",NASDAQ,26.73,$3.73B,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,NASDAQ,25.15,$139.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,NASDAQ,24.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",NASDAQ,31.6,$1.41B,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,NASDAQ,27.42,$1.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,26.93,$265.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",NASDAQ,19.08,$1.55B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNBC,First NBC Bank Holding Company,NASDAQ,5.5,$105.77M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc
FNWB,First Northwest Bancorp,NASDAQ,13.63,$177.29M,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",NASDAQ,39.685,$87.5M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",NASDAQ,32.48,$3.32B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,First South Bancorp Inc,NASDAQ,9.26,$87.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
FAAR,First Trust Alternative Absolute Return Strategy ETF,NASDAQ,28.84,$2.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,NASDAQ,28.2732,$33.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,NASDAQ,22.53,$7.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,NASDAQ,14.5001,$121.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FCAN,First Trust Canada AlphaDEX Fund,NASDAQ,23.02,$6.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,NASDAQ,38.72,$269.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,NASDAQ,18.9624,$1.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,NASDAQ,20.02,$4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,NASDAQ,46.99,$169.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,NASDAQ,33.6899,$6.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,NASDAQ,20.2799,$223.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,NASDAQ,21.74,$2.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,NASDAQ,17.33,$439.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv
FEM,First Trust Emerging Markets AlphaDEX Fund,NASDAQ,20.21,$146.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,NASDAQ,42.2,$14.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,NASDAQ,31.19,$99.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,NASDAQ,59.96,$470.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,NASDAQ,27.99,$253.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,NASDAQ,31.1367,$6.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,NASDAQ,35.54,$111.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,NASDAQ,20.338,$223.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTHI,First Trust High Income ETF,NASDAQ,19.58,$5.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi
HYLS,First Trust High Yield Long/Short ETF,NASDAQ,47.95,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,NASDAQ,34.06,$8.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,First Trust Indxx Global Agriculture ETF,NASDAQ,21.526,$4.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,NASDAQ,10.4898,$10.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,First Trust International IPO ETF,NASDAQ,26.38,$2.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,First Trust International Multi-Asset Diversified Income Index,NASDAQ,16.3629,$12.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
SKYY,First Trust ISE Cloud Computing Index Fund,NASDAQ,33.38,$585.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
FJP,First Trust Japan AlphaDEX Fund,NASDAQ,49.1,$49.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,NASDAQ,45.03,$1.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,NASDAQ,47.28,$579.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftc
FTA,First Trust Large Cap Value AlphaDEX Fund,NASDAQ,42.04,$796.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,NASDAQ,18.79,$114.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln
FTLB,First Trust Low Beta Income ETF,NASDAQ,19.5195,$3.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
LMBS,First Trust Low Duration Opportunities ETF,NASDAQ,52.79,$274.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,NASDAQ,53.29,$82.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,NASDAQ,26.2638,$14.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,NASDAQ,49.98,$602.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,NASDAQ,28.61,$88.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fny
FNK,First Trust Mid Cap Value AlphaDEX Fund,NASDAQ,28.8908,$46.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,NASDAQ,48.788,$78.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,NASDAQ,44.14,$101.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,NASDAQ,17.91,$834.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,NASDAQ,19.1,$1.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcef
QABA,First Trust NASDAQ ABA Community Bank Index Fund,NASDAQ,40.85,$175.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
FTXO,First Trust Nasdaq Bank ETF,NASDAQ,20.8505,$2.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,NASDAQ,14.29,$50.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,NASDAQ,37.32,$14.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,NASDAQ,19.02,$103.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,NASDAQ,19.66,$3.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,NASDAQ,32.67,$21.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,NASDAQ,20,$2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,NASDAQ,18.0525,$1.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,NASDAQ,19.77,$1.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,NASDAQ,22.04,$35.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
FTXL,First Trust Nasdaq Semiconductor ETF,NASDAQ,19.72,$3.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,NASDAQ,39.35,$9.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,NASDAQ,27.92,$562.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,NASDAQ,20.21,$2.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,NASDAQ,43.88,$370.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,NASDAQ,38.75,$108.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,NASDAQ,49.28,$396.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ,19.1087,$21.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,First Trust RBA Quality Income ETF,NASDAQ,21.28,$22.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,51.68,$25.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,NASDAQ,50.5399,$25.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,NASDAQ,54.99,$5.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,NASDAQ,50.48,$25.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfeu
FTSL,First Trust Senior Loan Fund ETF,NASDAQ,48.29,$593.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,NASDAQ,45.79,$421.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,NASDAQ,30.3401,$62.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyc
FYT,First Trust Small Cap Value AlphaDEX Fund,NASDAQ,29.18,$62.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyt
FKO,First Trust South Korea AlphaDEX Fund,NASDAQ,22.9,$19.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,NASDAQ,25.1299,$7.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,NASDAQ,49.525,$17.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,NASDAQ,39.301,$112.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz
FTW,First Trust Taiwan AlphaDEX Fund,NASDAQ,32.26,$3.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw
TUSA,First Trust Total US Market AlphaDEX ETF,NASDAQ,25.228,$10.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,NASDAQ,31.73,$28.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku
FUNC,First United Corporation,NASDAQ,11.6,$72.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
FUSB,"First US Bancshares, Inc.",NASDAQ,9.71,$58.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fusb
SVVC,"Firsthand Technology Value Fund, Inc.",NASDAQ,7.7447,$58.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FSV,FirstService Corporation,NASDAQ,40.25,$1.4B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FISV,"Fiserv, Inc.",NASDAQ,97.93,$21.26B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",NASDAQ,35.54,$1.95B,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",NASDAQ,47.94,$1.36B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FVE,"Five Star Quality Care, Inc.",NASDAQ,2.55,$126.28M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FIVN,"Five9, Inc.",NASDAQ,13.7,$725.67M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLML,Flamel Technologies S.A.,NASDAQ,9.52,$392.62M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml
FLEX,Flex Ltd.,NASDAQ,13.6,$7.34B,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLKS,"Flex Pharma, Inc.",NASDAQ,5.37,$96.49M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,"Flexion Therapeutics, Inc.",NASDAQ,17.4,$478.87M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,NASDAQ,51.5335,$36.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,NASDAQ,54.4799,$13.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,NASDAQ,24.79,$42.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ,25.29,$1.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
ESGG,FlexShares STOXX Global ESG Impact Index Fund,NASDAQ,74.89,$7.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgg
ESG,FlexShares STOXX US ESG Impact Index Fund,NASDAQ,50.03,$5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esg
QLC,FlexShares US Quality Large Cap Index Fund,NASDAQ,25.7799,$6.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FLXS,"Flexsteel Industries, Inc.",NASDAQ,41.52,$322.79M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLIR,"FLIR Systems, Inc.",NASDAQ,31.93,$4.38B,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,Fluidigm Corporation,NASDAQ,4.41,$128.05M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,NASDAQ,21.81,$624.45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,7.23,$221.68M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,"Fogo de Chao, Inc.",NASDAQ,11.05,$310.79M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,Fonar Corporation,NASDAQ,16.55,$104.02M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FES,Forbes Energy Services Ltd,NASDAQ,0.095,$2.11M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes
FH,FORM Holdings Corp.,NASDAQ,2.6,$40.98M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fh
FORM,"FormFactor, Inc.",NASDAQ,8.9,$628.03M,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,NASDAQ,38.3,$564.11M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",NASDAQ,36.25,$654.68M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FRTA,"Forterra, Inc.",NASDAQ,17.01,$1.09B,2016,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/frta
FTNT,"Fortinet, Inc.",NASDAQ,30.88,$5.33B,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FBIO,"Fortress Biotech, Inc.",NASDAQ,2.04,$99.28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FWRD,Forward Air Corporation,NASDAQ,42.22,$1.29B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",NASDAQ,1.21,$10.63M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FWP,Forward Pharma A/S,NASDAQ,17.88,$838.07M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FOSL,"Fossil Group, Inc.",NASDAQ,25.58,$1.23B,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FMI,"Foundation Medicine, Inc.",NASDAQ,19.15,$668.86M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FOXF,Fox Factory Holding Corp.,NASDAQ,20.25,$742.19M,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,NASDAQ,15.54,$589.27M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",NASDAQ,35.2,$1.63B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRED,"Fred&#39;s, Inc.",NASDAQ,8.18,$305.51M,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
RAIL,"Freightcar America, Inc.",NASDAQ,11.15,$138.09M,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",NASDAQ,9.09,$79.35M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FRPT,"Freshpet, Inc.",NASDAQ,8.1,$272.29M,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
FTEO,"FRONTEO, Inc.",NASDAQ,16.1442,$289.75M,2013,n/a,n/a,http://www.nasdaq.com/symbol/fteo
FTR,Frontier Communications Corporation,NASDAQ,3.12,$3.66B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
FTRPR,Frontier Communications Corporation,NASDAQ,67.91,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftrpr
FRPH,"FRP Holdings, Inc.",NASDAQ,31.7,$312.64M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph
FSBW,"FS Bancorp, Inc.",NASDAQ,30.8088,$94.11M,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
FSBC,"FSB Bancorp, Inc.",NASDAQ,13.2307,$25.69M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsbc
FTD,"FTD Companies, Inc.",NASDAQ,18.03,$493.5M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
FTEK,"Fuel Tech, Inc.",NASDAQ,1.25,$29.31M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",NASDAQ,2.95,$98.94M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
FLGT,"Fulgent Genetics, Inc.",NASDAQ,8.74,$148.98M,2016,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/flgt
FORK,Fuling Global Inc.,NASDAQ,2.1,$33.04M,2015,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/fork
FLL,"Full House Resorts, Inc.",NASDAQ,1.71,$34.23M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
FMAX,Full Spectrum Inc.,NASDAQ,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmax
FULT,Fulton Financial Corporation,NASDAQ,14.6,$2.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
FNCX,Function(x) Inc.,NASDAQ,3.346,$10.23M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fncx
FSNN,"Fusion Telecommunications International, Inc.",NASDAQ,1.16,$17.39M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
FFHL,"Fuwei Films (Holdings) Co., Ltd.",NASDAQ,0.468,$6.11M,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
FXCM,FXCM Inc.,NASDAQ,8,$44.82M,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fxcm
GK,"G&K Services, Inc.",NASDAQ,94.38,$1.86B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
WILC,"G. Willi-Food International,  Ltd.",NASDAQ,5.6,$74.15M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
GAIA,"Gaia, Inc.",NASDAQ,7.75,$117.32M,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
GLPG,Galapagos NV,NASDAQ,58.48,$2.7B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
GALT,Galectin Therapeutics Inc.,NASDAQ,0.61,$17.86M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
GALTU,Galectin Therapeutics Inc.,NASDAQ,1.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtu
GALTW,Galectin Therapeutics Inc.,NASDAQ,0.0682,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtw
GALE,"Galena Biopharma, Inc.",NASDAQ,0.1897,$40.59M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
GLMD,Galmed Pharmaceuticals Ltd.,NASDAQ,3.08,$34.2M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
GLPI,"Gaming and Leisure Properties, Inc.",NASDAQ,31.33,$6.43B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
GPIC,Gaming Partners International Corporation,NASDAQ,10.27,$81.43M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/gpic
GRMN,Garmin Ltd.,NASDAQ,47.01,$8.86B,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn
GARS,Garrison Capital Inc.,NASDAQ,9.23,$148.22M,2013,n/a,n/a,http://www.nasdaq.com/symbol/gars
GCTS,"GCT Semiconductor, Inc.",NASDAQ,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcts
